"start_station_name","s_station_uid","avg_lat","avg_lng","instances"
"Wabash Ave & Cermak Rd",1705,"41.852617094276766","-87.62651010285214","3861"
"Lincoln Ave & Addison St",1850,"41.94618086643619","-87.6733057694941","3852"
"Ogden Ave & Congress Pkwy",281,"41.87501138489611","-87.67326307704163","3840"
"Damen Ave & Wabansia Ave",481,"41.91230802395818","-87.67730093041125","3833"
"Leavitt St & Lawrence Ave",1829,"41.968894328536024","-87.68401512752682","3826"
"Fort Dearborn Dr & 31st St",1752,"41.83853129229364","-87.60824480007429","3774"
"California Ave & Altgeld St",427,"41.92668271343285","-87.6976884742922","3737"
"Racine Ave & Randolph St",307,"41.88412378046387","-87.655919321178","3731"
"Clark St & Elmdale Ave",1660,"41.99084703652793","-87.6697088838491","3621"
"California Ave & Division St",340,"41.90302813370633","-87.69747997046042","3601"
"Milwaukee Ave & Fullerton Ave",933,"41.92469625639697","-87.70058123093077","3582"
"Southport Ave & Clark St",1815,"41.957085602373965","-87.66419247727127","3560"
"Lake Park Ave & 35th St",1569,"41.83127110208574","-87.60880040132766","3555"
"W Armitage Ave & N Sheffield Ave",565,"41.917843935841795","-87.65341912505178","3512"
"California Ave & Montrose Ave",415,"41.961071374641314","-87.69542824513421","3505"
"Canal St & Harrison St",367,"41.87424894738179","-87.6395851757935","3443"
"Elston Ave & Wabansia Ave",1840,"41.912917783400665","-87.66417128806812","3443"
"Sheridan Rd & Columbia Ave",1223,"42.0045766657045","-87.66142548004954","3414"
"Clinton St & 18th St",1751,"41.85796149525432","-87.64084130490998","3386"
"Campbell Ave & Montrose Ave",416,"41.96153675732613","-87.69118049860387","3366"
"Greenview Ave & Jarvis Ave",1009,"42.01596649041657","-87.66858117926152","3251"
"St. Louis Ave & Fullerton Ave",1628,"41.92481409136163","-87.71447258985742","3239"
"Ashland Ave & 13th St",374,"41.865241518385915","-87.66650527042319","3237"
"Ashland Ave & Belle Plaine Ave",338,"41.95607638847749","-87.66884774905336","3207"
"Wentworth Ave & 33rd St",390,"41.83453274652782","-87.63182618739802","3206"
"Racine Ave & 15th St",362,"41.86126048725323","-87.65658847921601","3175"
"Talman Ave & Addison St",420,"41.94664074559148","-87.69462092193432","3158"
"Rockwell St & Eastwood Ave",1630,"41.96588824102416","-87.69365080738032","3147"
"Campbell Ave & Augusta Blvd",918,"41.8995402623738","-87.68946901601178","3089"
"Halsted St & Archer Ave",1800,"41.84720199755116","-87.64681502037735","3082"
"Winchester Ave & Elston Ave",1654,"41.92408376718775","-87.67645070352187","3031"
"Avondale Ave & Irving Park Rd",417,"41.95340026332023","-87.73199004215186","2974"
"Shields Ave & 28th Pl",389,"41.84275245122306","-87.63549253948044","2968"
"Claremont Ave & Hirsch St",335,"41.907806726812545","-87.68586201514901","2932"
"Damen Ave & Madison St",296,"41.88138552232612","-87.67490828731295","2926"
"Kimball Ave & Belmont Ave",1633,"41.93939781622214","-87.7120871109875","2924"
"State St & 19th St",1704,"41.856588328435436","-87.62754611357693","2910"
"Harper Ave & 59th St",1615,"41.78794076234245","-87.5883214270401","2900"
"Western Ave & Roscoe St",421,"41.94304022523635","-87.68729090685322","2824"
"Clark St & Schreiber Ave",1664,"41.99925699584153","-87.67127523031367","2816"
"Wood St & Webster Ave",1775,"41.92105122019946","-87.67280323251812","2811"
"Western Ave & Congress Pkwy",438,"41.87471529107745","-87.68641426895651","2805"
"Calumet Ave & 35th St",372,"41.83137010692324","-87.6181281615786","2803"
"Central Park Ave & Elbridge Ave",425,"41.93534495871632","-87.71687678340038","2798"
"Campbell Ave & Fullerton Ave",428,"41.92463979408999","-87.68931356785086","2790"
"Damen Ave & Cullerton St",285,"41.85496989125955","-87.67568179960227","2782"
"May St & Cullerton St",368,"41.85515979768121","-87.65412952370666","2773"
"Laflin St & Cullerton St",363,"41.85489763048776","-87.66359370243835","2766"
"Richmond St & Diversey Ave",426,"41.931909447600574","-87.70121491970409","2738"
"Greenwood Ave & 47th St",1794,"41.80982268532365","-87.59941046747875","2681"
"Halsted St & 35th St",1812,"41.830655171077645","-87.64713640036317","2665"
"Emerald Ave & 28th St",1784,"41.84358020659793","-87.64538043113363","2663"
"Clark St & Columbia Ave",1694,"42.00445159020943","-87.67240198558899","2619"
"N Carpenter St & W Lake St",562,"41.88561832737724","-87.65313010577995","2613"
"Halsted St & 21st St",312,"41.853790374656924","-87.64659437315547","2588"
"California Ave & Byron St",418,"41.952161768884004","-87.69805583316904","2584"
"Leavitt St & Addison St",1657,"41.946637338587124","-87.68336549710565","2579"
"Wentworth Ave & 35th St",1570,"41.8307794732571","-87.63250265128455","2533"
"Hoyne Ave & Balmoral Ave",1216,"41.97986883268506","-87.68194028479178","2527"
"Oakley Ave & Irving Park Rd",1665,"41.95433148485032","-87.68608151025819","2511"
"Washtenaw Ave & Lawrence Ave",1625,"41.968796998076485","-87.6962281818889","2507"
"Glenwood Ave & Touhy Ave",1016,"42.01273985622353","-87.66606116812828","2495"
"Chicago Ave & Washington St",1557,"42.032564802156095","-87.67912960541213","2489"
"California Ave & Fletcher St",423,"41.93843161937073","-87.69800958562843","2488"
"Leavitt St/North Ave",1686,"41.910078129982494","-87.68231593202377","2471"
"Sheridan Rd & Greenleaf Ave",1666,"42.01052832315765","-87.66242151412645","2428"
"Kedzie Ave & Leland Ave",1645,"41.96668629555466","-87.70806547714511","2422"
"Kosciuszko Park",424,"41.930571680867146","-87.7238006432129","2378"
"University Library (NU)",1145,"42.05294102334078","-87.67342183697386","2364"
"Avers Ave & Belmont Ave",422,"41.939407880819445","-87.72357453032119","2334"
"Monticello Ave & Irving Park Rd",1653,"41.954001302709806","-87.71910065736363","2318"
"Hampden Ct & Diversey Ave",560,"41.93243861212668","-87.64259622706426","2296"
"Troy St & Elston Ave",419,"41.94523690882408","-87.70665139046426","2258"
"W Washington Blvd & N Peoria St",559,"41.88313571650089","-87.64996438172965","2205"
"Wallace St & 35th St",1813,"41.83069653442588","-87.64126121967456","2189"
"Francisco Ave & Foster Ave",1667,"41.975665967865545","-87.70141365744064","2159"
"Paulina St & Howard St",1000,"42.01915707279533","-87.67358422522773","2147"
"Lake Park Ave & 47th St",1809,"41.80944093913284","-87.59187544500347","2116"
"Albany Ave & Montrose Ave",414,"41.96103457053899","-87.70587398366031","2113"
"Wells St & 19th St",1697,"41.85682116038384","-87.63388479611346","2105"
"Smith Park",1194,"41.892041217415446","-87.68939921975044","2105"
"Malcolm X College",1175,"41.87762307967731","-87.6738977779353","2071"
"Halsted St & North Branch St",1644,"41.899385336084684","-87.64853405833951","2050"
"Cherry Ave & Blackhawk St",480,"41.907223242782194","-87.65563088983167","2005"
"Troy St & North Ave",432,"41.909784931350394","-87.7053034059114","2001"
"Winchester (Ravenswood) Ave & Balmoral Ave",1659,"41.97976863618224","-87.67754796287878","1969"
"Ogden Ave & Roosevelt Rd",1634,"41.86649584592453","-87.68466958027392","1967"
"Central Park Ave & Bloomingdale Ave",474,"41.91416659983882","-87.71674351851766","1965"
"Wentworth Ave & 24th St",1806,"41.8500936500176","-87.63215257783835","1962"
"Lincoln Ave & Winona St",1623,"41.97491114665107","-87.69255710626933","1953"
"Spaulding Ave & Division St",433,"41.90271823350803","-87.70920917168691","1921"
"N Paulina St & Lincoln Ave",564,"41.94381658572266","-87.67153262597012","1893"
"Damen Ave & Lake St",1675,"41.8849555811026","-87.6768086100315","1882"
"Drake Ave & Addison St",1656,"41.94734863980949","-87.7175892718541","1880"
"Rockwell St & Fletcher St",940,"41.938752628821135","-87.6929747101159","1825"
"N Southport Ave & W Newport Ave",568,"41.94400851926713","-87.6639848217162","1798"
"W Oakdale Ave & N Broadway",563,"41.935590375024546","-87.64406003383407","1780"
"Woodlawn Ave & Lake Park Ave",1611,"41.81409121628677","-87.59700587869008","1755"
"Christiana Ave & Lawrence Ave",413,"41.9683583768017","-87.7118310470642","1714"
"Manor Ave & Leland Ave",1646,"41.96587726227775","-87.70082192926945","1688"
"Western Ave & Monroe St",437,"41.881044739051696","-87.6864833007171","1673"
"Western Ave & Lunt Ave",1691,"42.00859960414431","-87.69047958029593","1630"
"Damen Ave & Walnut (Lake) St",1675,"41.885957862543044","-87.67698577498786","1614"
"Western Ave & 21st St",286,"41.85407103634684","-87.68577332300696","1597"
"Evanston Civic Center",1225,"42.057040437926936","-87.68655819639129","1568"
"Elston Ave & George St",957,"41.93400236776083","-87.69083828620096","1522"
"Loomis St & Archer Ave",1596,"41.84163371581547","-87.65744813581239","1485"
"Racine Ave & 35th St",391,"41.83067282175742","-87.65620471599014","1482"
"Eastlake Ter & Howard St",1013,"42.01919843409317","-87.66430850615353","1470"
"Normal Ave & Archer Ave",1801,"41.84952579491613","-87.6405897453299","1448"
"MLK Jr Dr & Pershing Rd",379,"41.824586495302555","-87.6167830976429","1443"
"N Damen Ave & W Chicago Ave",566,"41.89582905728464","-87.67825517845327","1403"
"Francisco Ave & Chicago Ave",919,"41.895742731038325","-87.69863365819383","1390"
"Central St Metra",1558,"42.06364301595938","-87.6987240613193","1370"
"Clark St & Jarvis Ave",1003,"42.01596429012651","-87.67500325059792","1351"
"Racine Ave & 13th St",315,"41.86504845776079","-87.6569498933241","1346"
"Bernard St & Elston Ave",473,"41.94993300549728","-87.71391417679314","1316"
"Dorchester Ave & 49th St",1614,"41.80577763775375","-87.59246191519827","1314"
"Museum of Science and Industry",1619,"41.791820841453145","-87.58403936660405","1312"
"63rd St Beach",394,"41.78091505662885","-87.57632124034544","1312"
"Sawyer Ave & Irving Park Rd",1631,"41.953599076521435","-87.70929989303244","1309"
"Drake Ave & Montrose Ave",1632,"41.96115434823632","-87.71657728548955","1304"
"South Shore Dr & 67th St",1589,"41.77371713420118","-87.56754297107156","1261"
"Prairie Ave & Garfield Blvd",1788,"41.7948510284779","-87.61870624750571","1241"
"Clinton St & Polk St",401,"41.87146350966166","-87.64095035675147","1231"
"Francisco Ave & Bloomingdale Ave",934,"41.91396828465887","-87.69939405424226","1230"
"Western Ave & Berteau Ave",942,"41.95774107921222","-87.68830406572062","1222"
"Keystone Ave & Montrose Ave",1670,"41.961100970516384","-87.72898305156244","1210"
"Keystone Ave & Fullerton Ave",446,"41.92458156080546","-87.72786153190852","1203"
"McCormick Blvd & Devon Ave",655,"41.99712583710095","-87.71121220824662","1200"
"Western Ave & Grace St",936,"41.95038367387614","-87.68813218218492","1193"
"Ashland Ave & Archer Ave",388,"41.83919298396623","-87.6656064149265","1193"
"Cottage Grove Ave & 63rd St",1607,"41.78056271994205","-87.60602068608165","1182"
"Western Ave & Howard St",1019,"42.01890669766594","-87.69005407472949","1181"
"Dorchester Ave & 63rd St",1601,"41.7804089080768","-87.5914090705926","1181"
"South Shore Dr & 71st St",1567,"41.76649215403094","-87.56574772292622","1176"
"Knox Ave & Montrose Ave",1124,"41.96063919848143","-87.74537010745605","1148"
"Ping Tom Park (East)",569,"41.85809872952938","-87.63197555637386","1123"
"Kedzie Ave & George St",941,"41.93389349701762","-87.70724861803976","1116"
"Warren Park West",1688,"42.00177091007785","-87.68883135296774","1086"
"Monticello Ave & Lawrence Ave",659,"41.96815543415483","-87.71951261939581","1067"
"Cottage Grove Ave & 51st St",1860,"41.80303258664128","-87.60661564583629","1060"
"Cottage Grove Ave & 47th St",1852,"41.809854411036795","-87.60676296074685","1057"
"Leavitt St & Archer Ave",1613,"41.8288190010198","-87.68058587092878","1042"
"Central St & Girard Ave",1559,"42.06431043507067","-87.68614874998825","1042"
"Troy St & Grace St",935,"41.950246518239396","-87.7063647011861","1041"
"Clark St & Touhy Ave",1693,"42.01253651975973","-87.67434280811736","1010"
"Western Ave & Granville Ave",1648,"41.994164336293615","-87.68944465313032","1007"
"Kedzie Ave & Foster Ave",1647,"41.97567359910067","-87.7092634419864","994"
"N Shore Channel Trail & Argyle St",947,"41.97219577167537","-87.70278728309724","985"
"St. Louis Ave & Balmoral Ave",1668,"41.980341598826456","-87.71604951070876","983"
"Western Ave & Gunnison St",948,"41.96966358008626","-87.68955946784479","981"
"Dodge Ave & Church St",1138,"42.04792758642573","-87.69822971151775","959"
"Valli Produce - Evanston Plaza",1136,"42.039725911878655","-87.69941806284817","957"
"Ridge Blvd & Touhy Ave",1692,"42.012100429731156","-87.68293268518494","944"
"Clark St & Randolph St",1720,"41.88445400186328","-87.63173307796754","937"
"Cottage Grove Ave & Oakwood Blvd",1811,"41.8229823643695","-87.60709974500463","922"
"State St & 29th St",324,"41.84170959687829","-87.62693988156023","900"
"Ridge Blvd & Howard St",998,"42.01928233540892","-87.68455283147925","893"
"California Ave & Granville Ave",656,"41.99416928741737","-87.699382644103","884"
"Cottage Grove Ave & 43rd St",1805,"41.81649499181558","-87.60659356404564","880"
"Francisco Ave & Montrose Ave",949,"41.96102635610291","-87.7008948219138","874"
"Sacramento Blvd & Addison St",937,"41.94609329581425","-87.70298934413411","865"
"California Ave & Lake St",436,"41.88445875255065","-87.69630368546709","860"
"Damen Ave/Coulter St",1684,"41.84920000144758","-87.67564036100836","858"
"Lincoln Ave & Peterson Ave",645,"41.990264371491065","-87.70857141965989","858"
"Kilbourn Ave & Irving Park Rd",1121,"41.95373502576045","-87.74056344010191","839"
"Kildare Ave & Montrose Ave",1679,"41.96106728427839","-87.73564677387009","833"
"Bosworth Ave & Howard St",447,"42.01953955275275","-87.66955026689443","810"
"Warren Park East",1689,"42.004550293787496","-87.68065738420471","808"
"Public Rack - Washtenaw Ave & Superior St",1409,"41.89475483432468","-87.69507823058954","782"
"Elmwood Ave & Austin St",1135,"42.025783493938945","-87.6841137345676","781"
"Kedzie Ave & Bryn Mawr Ave",1671,"41.98223620357655","-87.70889246972521","770"
"Western Ave & 24th St",1820,"41.848468699099385","-87.6851203852719","769"
"Central Park Ave & North Ave",431,"41.90965834701916","-87.71664327347698","758"
"N Sheffield Ave & W Wellington Ave",567,"41.93628639415894","-87.65371986707522","753"
"Milwaukee Ave & Cuyler Ave",469,"41.95446659733638","-87.74959146928792","752"
"Whipple/Irving Park",960,"41.95418963616557","-87.70440701543244","749"
"Karlov Ave & Armitage Ave",701,"41.91747446259932","-87.72893865090298","737"
"Elston Ave & Henderson St",938,"41.94152382291329","-87.70094328114118","734"
"Oakley Ave & Touhy Ave",1690,"42.01233856042515","-87.68824894070404","726"
"Wood St & 35th St",1612,"41.830112330701525","-87.67030974193841","708"
"Kedzie Ave & Lake St",1638,"41.88466511482955","-87.70632346392439","696"
"Prairie Ave & 43rd St",1587,"41.81666020493248","-87.61941661298205","685"
"2112 W Peterson Ave",1663,"41.99117567184223","-87.68359895027118","684"
"California Ave & Winona St",946,"41.9747244980122","-87.69783006656293","681"
"Kostner Ave & Wrightwood Ave",707,"41.927952587929504","-87.7359633262294","672"
"Pulaski Rd & 51st St",595,"41.80043316885078","-87.72475624917631","672"
"DuSable Museum",1621,"41.791565276945796","-87.60785179862835","667"
"MLK Jr Dr & 47th St",1797,"41.80984873995844","-87.6162862905397","666"
"Albany Ave & Belmont Ave",939,"41.939668410753484","-87.70526888715125","664"
"Rockwell St & Cermak Rd",930,"41.85168232966208","-87.69062806139605","662"
"Kedzie Ave & 48th Pl",624,"41.804783120713196","-87.70418908358134","654"
"N Clark St & W Elm St",561,"41.902811246264676","-87.63144978185731","653"
"Maplewood Ave & Peterson Ave",1649,"41.99023689843853","-87.6933698757666","653"
"Public Rack - Hyde Park Blvd & 53rd St",1326,"41.79956639324674","-87.58426697738444","651"
"Calumet Ave & 51st St",393,"41.80228884500046","-87.61805788737492","648"
"Central Park Ave & Ogden Ave",440,"41.85400965630673","-87.71511674574037","638"
"California Ave & 21st St",287,"41.85379860291702","-87.69582931709145","636"
"Kedzie Ave & Chicago Ave",1642,"41.895468726881084","-87.70613374916906","608"
"Pulaski Rd & Eddy St",1655,"41.94626944212647","-87.73103841896044","596"
"Wrigley Events Parking Area",1550,"41.94719598858534","-87.6539552724974","594"
"Lincoln Ave & Balmoral Ave",945,"41.97948085747906","-87.69305133580657","579"
"Public Rack - Christiana Ave & Belmont Ave",984,"41.93918927856894","-87.71185793678951","570"
"Kedzie Ave & 21st St",441,"41.853540841588824","-87.70506627028252","568"
"Kilbourn Ave & Milwaukee Ave",470,"41.94708105892732","-87.74000133772394","564"
"Conservatory Dr & Lake St",1005,"41.88541358539015","-87.71687691640382","563"
"Washtenaw Ave & Ogden Ave",1639,"41.86193013562066","-87.69345959583224","562"
"Campbell Ave & Irving Park Rd",943,"41.95362311668298","-87.69080231943686","562"
"Milwaukee Ave & Ainslie St",794,"41.968609716363886","-87.76107948977857","555"
"Budlong Woods Library",410,"41.98367013001822","-87.69642416658456","551"
"Halsted St & 37th St",1789,"41.82706796369724","-87.64571643133822","540"
"Dodge Ave & Mulford St",1227,"42.023507918332825","-87.69960037434869","539"
"Sacramento Blvd & Franklin Blvd",1641,"41.890505620294675","-87.70262349123219","538"
"Dodge Ave & Main St",1561,"42.0346662655748","-87.69917714143645","535"
"Lincolnwood Dr & Central St",1562,"42.06483837670125","-87.71530301019978","532"
"Weekend Night Parking Area A",1551,"41.946291705139906","-87.65569298070422","531"
"Long & Irving Park",909,"41.95302205668227","-87.76215685235837","531"
"Archer (Damen) Ave & 37th St",475,"41.826713726874","-87.68314667497798","529"
"Western Blvd & 48th Pl",1128,"41.80566379072861","-87.68338297136674","528"
"Public Rack - Woodlawn Ave & 63rd St N",1500,"41.78064683348499","-87.59609797108858","512"
"Richmond St & Lincoln Ave",644,"41.98814232629227","-87.70315989959927","502"
"Springfield Ave & North Ave",702,"41.910165698752394","-87.72383903122157","490"
"Kenosha Ave & Wellington Ave",607,"41.93445758033682","-87.73379483436393","480"
"Hoyne Ave & 47th St",1629,"41.808227455133576","-87.67718188085193","477"
"Wolcott Ave & Fargo Ave",1007,"42.016961688051474","-87.67771583129591","473"
"Cottage Grove Ave & 67th St",1591,"41.77372256448202","-87.60564164266928","471"
"Kenneth Ave & Lawrence Ave",657,"41.96789017579949","-87.73999642771064","469"
"California Ave & 23rd Pl",443,"41.84912075471568","-87.69513168229541","459"
"Keeler Ave & Carmen Ave",660,"41.97431207203439","-87.73309641346634","457"
"St Louis Ave & Foster Ave",661,"41.97612692749445","-87.71590916048947","457"
"State St & 95th St",485,"41.72204535774821","-87.62283308334756","449"
"Karlov Ave & Lawrence Ave",658,"41.967941845585436","-87.73040289388261","435"
"Stony Island Ave & 63rd St",1213,"41.78070627862811","-87.58706980020936","424"
"Princeton Ave & 47th St",1572,"41.80932255999202","-87.63345247901563","422"
"Washtenaw Ave & Peterson Ave",951,"41.99068695207468","-87.69706053408676","415"
"Jeffery Blvd & 71st St",1579,"41.76663314635032","-87.57644201161789","410"
"Kilbourn Ave & Belden Ave",605,"41.922345593902484","-87.73901841247192","407"
"Jeffery Blvd & 67th St",1590,"41.77396601539685","-87.57746151941794","401"
"Western Ave & Lake St",921,"41.8845980055012","-87.68593106631843","398"
"Weekend Night Parking Area B",1552,"41.944903007820415","-87.65477107231449","397"
"Kilbourn Ave & Roscoe St",606,"41.94272531471891","-87.73955713079333","395"
"Kedvale Ave & Peterson Ave",725,"41.99006556337986","-87.73177393598728","394"
"North Boundary Park",717,"42.01302051621003","-87.70891004281361","381"
"Lockwood Ave & Wrightwood Ave",575,"41.92777823529826","-87.75849942251013","381"
"Fairfield Ave & Pratt Blvd",715,"42.00450826846508","-87.69859818269964","372"
"Kostner Ave & Bryn Mawr Ave",719,"41.98279288689106","-87.7380361304754","364"
"Narragansett Ave & Wrightwood Ave",576,"41.92729235577952","-87.78522731672138","360"
"Central Park Ave & Ardmore Ave",723,"41.986635506928614","-87.71872707702516","355"
"South Shore Dr & 74th St",1581,"41.762201276842006","-87.55924825607991","355"
"Burnham Greenway & 112th St",531,"41.691868019525","-87.53076386532645","350"
"Midway Orange Line",765,"41.78690545148672","-87.73891936888353","341"
"Stony Island Ave & 71st St",1600,"41.766492149801024","-87.58646271399101","339"
"Central Ave & Chicago Ave",457,"41.89496088547685","-87.76490831604534","339"
"MLK Jr Dr & 56th St",1618,"41.793440859442974","-87.61585701036648","336"
"Eberhart Ave & 61st St",1593,"41.784081178469016","-87.61448818710794","322"
"Public Rack - California Ave & Cortez St",996,"41.90018783591563","-87.69680126869325","320"
"Kilbourn Ave & Diversey Ave",770,"41.93179335748064","-87.73933824632503","319"
"Exchange Ave & 79th St",1104,"41.7520712784998","-87.5520530661506","318"
"Grace St & Cicero Ave",579,"41.94973657003049","-87.74694297920927","317"
"Public Rack - Rockwell & Division",40,"41.90287574261396","-87.6923912716425","316"
"Sacramento Blvd & Fulton Ave",920,"41.88652591183439","-87.70167619931762","316"
"Public Rack - Racine Ave & 109th Pl",1430,"41.694834836872225","-87.65282559053786","313"
"Fairfield Ave & Roosevelt Rd",1635,"41.86662565083559","-87.69452072580955","308"
"Komensky Ave & 31st St",854,"41.836709474432645","-87.72563677861788","307"
"Big Marsh Park",544,"41.68587700525602","-87.57382134791199","306"
"Austin Blvd & Lake St",450,"41.88794266027682","-87.77431509322011","303"
"Stony Island Ave & 67th St",1584,"41.77345812642324","-87.58533811613685","303"
"Damen Ave & Pershing Rd",1048,"41.82319331982776","-87.67658899244249","302"
"Public Rack - Western Ave & Devon Ave",1480,"41.99753728022677","-87.68972741456174","302"
"Indiana Ave & 40th St",282,"41.82167972591001","-87.62155500082791","300"
"Rainbow - Beach",1603,"41.757872343651286","-87.54938439646556","298"
"Western Ave & Ardmore Ave",953,"41.98668223615822","-87.6897460248497","297"
"Long Ave & Belmont Ave",577,"41.938328111203795","-87.76165012302485","296"
"Lavergne Ave & Fullerton Ave",603,"41.92402434446731","-87.7511933501261","296"
"Perry Ave & 69th St",1602,"41.76961146572688","-87.6282009820846","293"
"May St & 69th St",1080,"41.76894369060526","-87.65298014550962","293"
"California Ave & 26th St",445,"41.84368841972301","-87.69496009817277","287"
"Public Rack - Milwaukee Ave & Diversey Ave",989,"41.93130740554082","-87.71136773985074","286"
"MLK Jr Dr & 63rd St",1606,"41.78008435175392","-87.61595961896101","284"
"Milwaukee Ave & Agatite Ave",791,"41.96150076530845","-87.75489015459586","282"
"Walden Pkwy & 100th St",488,"41.712186605877676","-87.66773238352611","278"
"Public Rack - Hamlin Ave & Montrose Ave",977,"41.961151648278125","-87.72240084213325","278"
"Princeton Ave & Garfield Blvd",1576,"41.79497973749033","-87.63312631280915","276"
"Millard Ave & 26th St",1640,"41.844540574255994","-87.71596622621229","274"
"Washtenaw Ave & Polk St",926,"41.87112812247685","-87.69374834010713","274"
"Cicero Ave & Wrightwood Ave",697,"41.92792035698891","-87.7467731988044","271"
"Chicago State University",487,"41.71896268422293","-87.60831147075564","269"
"Halsted St & 47th Pl",1604,"41.80814410957181","-87.6456178993315","268"
"Western Ave & Lake St",736,"41.884810986775676","-87.68667966532686","263"
"Kostner Ave & Devon Ave",720,"41.997042356901765","-87.73840858734324","261"
"Dan Ryan Woods & 83rd St",672,"41.742805228361675","-87.68017710538874","258"
"MTV Hubbard St",1,"41.88975879177561","-87.6803485205966","257"
"Baltimore Ave & 87th St",541,"41.73733828705843","-87.54851410262127","255"
"Public Rack - Kedzie Ave & Argyle St",976,"41.972081045359545","-87.7086240050773","254"
"State St & 54th St",1199,"41.79662749584641","-87.62592134614823","254"
"Virginia Ave & Catalpa Ave",944,"41.98124312854761","-87.70495972146286","252"
"Public Rack - Harold Washington Park",1325,"41.801006421342606","-87.58469037171692","252"
"Public Rack - Spaulding Ave & Evergreen Ave",997,"41.905400812924285","-87.70944459460164","251"
"California Ave & Touhy Ave",718,"42.01203505972904","-87.70036120434536","251"
"Cicero Ave & Roscoe Ave",689,"41.94242988756531","-87.74731439800793","250"
"Stony Island Ave & 75th St",1580,"41.75867241949634","-87.58688961450146","250"
"Eggleston Ave & 69th St",1206,"41.76889853282126","-87.63587027871243","248"
"Rockwell St & Archer Ave\t",620,"41.82272188560083","-87.689820446016","248"
"Public Rack - Haft Ave & Milwaukee Ave",125,"41.99560345393443","-87.78642234348088","244"
"Central Ave & Altgeld St",698,"41.925819740235504","-87.76635737045324","242"
"Kostner Ave & Adams St",1046,"41.87791800633465","-87.73590862532788","242"
"California & 16th St",931,"41.85924502123372","-87.69550255063969","241"
"Public Rack - Monticello Ave & Belmont Ave",985,"41.939401737991645","-87.71848413247979","239"
"Shields Ave & 43rd St",1566,"41.81620642743933","-87.63480099206727","237"
"Calumet Park",536,"41.71374814009905","-87.53082011666163","236"
"Central Park & Augusta Blvd",884,"41.89888924411865","-87.71646741595191","236"
"State St & 79th St",1091,"41.750792904304895","-87.62443669798427","235"
"Harlem Ave & Irving Park Rd",584,"41.95326131208876","-87.80713948596846","233"
"Commercial Ave & 83rd St",1851,"41.74460611100713","-87.55118557376736","232"
"Ashland Ave & Pershing Rd",459,"41.82346083394251","-87.66557924740084","232"
"Laramie Ave & Irving Park Rd",687,"41.95330120303172","-87.75837422451808","231"
"Union Ave & Root St",1592,"41.819112862847014","-87.6432856613159","231"
"Hamlin Ave & Grand Ave",886,"41.90402494927944","-87.72156148323428","229"
"Western Ave & 111th St",518,"41.691213415662","-87.68129325111762","228"
"Ashland Ave & 50th St",462,"41.80302357494345","-87.66469902566965","224"
"Leclaire Ave & Belmont Ave",693,"41.93904262084988","-87.75419878648509","222"
"Wentworth Ave & 63rd St",1586,"41.780084470355504","-87.62976875714229","221"
"Kedzie Ave & 57th St",597,"41.78983174055349","-87.70310572456586","218"
"Stony Island Ave & 64th St",1582,"41.77888161639176","-87.58666632884336","217"
"Menard Ave & Lawrence Ave",793,"41.96788032130053","-87.77273976497196","213"
"Sacramento Ave & Lunt Ave",716,"42.00819701680845","-87.70461014628026","207"
"Austin Blvd & Madison St",456,"41.88028205476697","-87.77445804172329","206"
"Public Rack - Hamlin Ave & Fullerton Ave",992,"41.924415351604885","-87.72139665386338","205"
"Public Rack - Langley Ave & 49th St",3,"41.8050331894456","-87.60911362833174","202"
"Public Rack - Washtenaw Ave & Devon Ave",1479,"41.99775143117986","-87.69724889505291","202"
"Washtenaw Ave & Madison St",922,"41.881285457346564","-87.69397590173621","201"
"Cottage Grove Ave & 83rd St",1112,"41.74344159145666","-87.60483747496681","200"
"Central Ave & Parker Ave",873,"41.93016669558119","-87.76611562737196","199"
"University Ave & 65th St",798,"41.77693954388445","-87.59841966441208","199"
"Public Rack - Milwaukee Ave & Higgins Ave",104,"41.968603680619765","-87.76127778303685","199"
"Linder Ave & Montrose Ave",790,"41.96080989010555","-87.76488001827629","199"
"Artesian Ave & 55th St",596,"41.794020337018516","-87.6857731039445","198"
"Lavergne Ave & Lawrence Ave",795,"41.967749662969624","-87.75258966585861","198"
"Public Rack - Hyde Park Blvd & 55th St",1327,"41.79510176896803","-87.5841205496583","198"
"Lamon Ave & Armitage Ave",604,"41.91673087309308","-87.74946860906437","197"
"Sacramento Ave & Pratt Blvd",714,"42.00404101191662","-87.70473043829763","196"
"Narragansett Ave & School St",908,"41.94013462134882","-87.78645363038139","194"
"Ashland Ave & McDowell Ave",461,"41.80941130865803","-87.66386210289122","193"
"Central Ave & Lake St",449,"41.88766893241314","-87.76546931541314","192"
"Kildare Ave & North Ave",703,"41.90953729396275","-87.7338634062216","188"
"Kilpatrick Ave & Parker Ave",874,"41.930754693089106","-87.74408064563013","187"
"Prospect Sq & 91st St",484,"41.72814223754369","-87.66754878036713","187"
"Public Rack - Lafayette Ave & 95th St",1163,"41.72191810820289","-87.62481726630797","184"
"Marshfield Ave & 44th St",1052,"41.81400026188342","-87.66660444903101","183"
"Public Rack - Cumberland & Catherine",162,"41.97729474287066","-87.83666735476862","183"
"Public Rack - Hollywood Park",245,"41.989284869167584","-87.71180946868513","181"
"Springfield Ave & 47th St",863,"41.808069082744","-87.721229705512","181"
"Kilpatrick Ave & Grand Ave",616,"41.912705722612934","-87.7436273731556","180"
