"end_station_name","e_station_uid","end_lat","end_lng","instances"
"Cicero Ave & Roscoe Ave",689,"41.942427","-87.747315","247"
NULL,1683,"41.92","-87.77","245"
"Sacramento Blvd & Fulton Ave",920,"41.886528","-87.70167","244"
"State St & 54th St",1199,"41.796642","-87.625923","242"
NULL,1683,"41.95","-87.77","242"
NULL,1683,"41.94","-87.77","240"
NULL,1683,"41.89","-87.76","239"
NULL,1683,"41.82","-87.61","239"
"Calumet Park",536,"41.71370983035615","-87.53084421157837","238"
"Eggleston Ave & 69th St",1206,"41.768898","-87.635876","237"
"California Ave & Touhy Ave",718,"42.0120368","-87.7004371","236"
"Western Ave & Lake St",921,"41.884606","-87.685853","236"
NULL,1683,"42.05","-87.7","235"
"Kostner Ave & Adams St",1046,"41.877917","-87.735737","235"
"Commercial Ave & 83rd St",1851,"41.744615","-87.551208","233"
"Cottage Grove Ave & 83rd St",1112,"41.743441","-87.604836","233"
"University Ave & 65th St",798,"41.77694","-87.59842","233"
"Menard Ave & Lawrence Ave",793,"41.96788","-87.77274","232"
NULL,1683,"41.77","-87.59","232"
"Public Rack - Monticello Ave & Belmont Ave",985,"41.939472","-87.718423","232"
NULL,1683,"41.94","-87.74","231"
NULL,1683,"41.89","-87.72","230"
"Harlem Ave & Irving Park Rd",584,"41.95326","-87.80714","229"
"Ashland Ave & Pershing Rd",459,"41.823465","-87.665577","228"
"Shabbona Park",635,"41.9448","-87.79932","227"
"Public Rack - Hamlin Ave & Fullerton Ave",992,"41.924319","-87.721446","227"
NULL,1683,"41.83","-87.66","226"
"Western Ave & 111th St",518,"41.691211034981045","-87.68129736185074","225"
"Washtenaw Ave & Lawrence Ave",1625,"41.968702","-87.696284","224"
"Leclaire Ave & Belmont Ave",693,"41.939041","-87.754197","224"
"Ashland Ave & 50th St",462,"41.803023","-87.664699","223"
"Central Ave & Altgeld St",698,"41.9258119","-87.7663685","222"
NULL,1683,"41.88","-87.72","221"
NULL,1683,"41.79","-87.63","221"
NULL,1683,"42.04","-87.67","220"
NULL,1683,"41.78","-87.57","220"
"Midway Orange Line",765,"41.78692","-87.73892","220"
"Kostner Ave & Belmont Ave",694,"41.939191","-87.737112","219"
NULL,1683,"41.89","-87.77","218"
NULL,1683,"41.96","-87.76","217"
"Michigan Ave & Ida B Wells Dr",1712,"41.876203","-87.624464","217"
NULL,1683,"41.84","-87.67","216"
NULL,1683,"41.97","-87.75","216"
NULL,1683,"41.79","-87.62","215"
"Halsted St & 63rd St",1608,"41.77938114228","-87.6446208145","215"
NULL,1683,"41.86","-87.71","215"
"Central Ave & Lake St",449,"41.887664","-87.765469","214"
"Stony Island Ave & 64th St",1582,"41.778881","-87.586647","214"
"Sacramento Ave & Pratt Blvd",714,"42.00404","-87.70473","214"
"Sacramento Ave & Lunt Ave",716,"42.0082","-87.70461","212"
"Weekend Night Parking Area B",1552,"41.94491","-87.65477","211"
NULL,1683,"42.01","-87.7","211"
"Linder Ave & Montrose Ave",790,"41.96081","-87.76488","210"
"Washtenaw Ave & Polk St",926,"41.8711028","-87.693683","209"
NULL,1683,"41.95","-87.76","207"
NULL,1683,"41.98","-87.81","206"
"Virginia Ave & Catalpa Ave",944,"41.9812456","-87.7048924","206"
"Lamon Ave & Armitage Ave",604,"41.91676","-87.749458","206"
NULL,1683,"41.81","-87.68","205"
"Public Rack - Hyde Park Blvd & 55th St",1327,"41.795","-87.584113","205"
"Kedzie Ave & 57th St",597,"41.78983","-87.7031","205"
"Union Ave & Root St",1592,"41.819102","-87.643278","204"
"Fairfield Ave & 44th St",622,"41.813617","-87.6932272","203"
"Public Rack - Washtenaw Ave & Devon Ave",1479,"41.997764","-87.697221","203"
"Austin Blvd & Madison St",456,"41.880281","-87.774453","202"
NULL,1683,"41.88","-87.7","200"
"Public Rack - Langley Ave & 49th St",3,"41.805218","-87.609076","200"
"Central Park Ave & Ardmore Ave",723,"41.9866081","-87.7187674","199"
"Public Rack - Milwaukee Ave & Higgins Ave",104,"41.9685964","-87.7612092","198"
"Artesian Ave & 55th St",596,"41.79402","-87.68577","198"
NULL,1683,"41.81","-87.63","198"
NULL,1683,"42.03","-87.7","198"
"Lexington St & California Ave",705,"41.8719938","-87.6958108","198"
NULL,1683,"41.91","-87.76","197"
NULL,1683,"41.87","-87.7","196"
"Public Rack - Cumberland & Catherine",162,"41.977363","-87.836748","195"
"Narragansett Ave & School St",908,"41.940128","-87.7864806","193"
NULL,1683,"41.96","-87.77","193"
"Hoyne Ave & 34th St",591,"41.8320245","-87.6778387","192"
NULL,1683,"41.91","-87.75","191"
NULL,1683,"41.85","-87.71","190"
NULL,1683,"41.92","-87.78","190"
"Meade Ave & Fullerton Ave",727,"41.924751","-87.778272","189"
"Prospect Sq & 91st St",484,"41.7282338","-87.6675239","188"
NULL,1683,"41.93","-87.75","188"
"State St & 79th St",1091,"41.750794","-87.624424","188"
NULL,1683,"41.9","-87.75","186"
NULL,1683,"41.85","-87.72","186"
"Public Rack - Pulaski Rd & 44th St",1388,"41.8129","-87.7225","186"
"Kildare Ave & North Ave",703,"41.9095392","-87.7338518","183"
NULL,1683,"42.03","-87.67","183"
"Halsted St & 51st St",1573,"41.80183164049","-87.645213904","182"
"Albany Ave & 26th St",444,"41.844507","-87.701655","182"
"Ashland Ave & McDowell Ave",461,"41.809719","-87.663477","182"
NULL,1683,"41.76","-87.58","182"
NULL,1683,"41.98","-87.78","181"
"Kilpatrick Ave & Parker Ave",874,"41.930736","-87.744082","180"
NULL,1683,"41.95","-87.79","180"
"Public Rack - Hollywood Park",245,"41.98929","-87.71182","179"
"Kilpatrick Ave & Grand Ave",616,"41.912732","-87.743636","179"
NULL,1683,"42.06","-87.72","179"
NULL,1683,"41.98","-87.73","179"
NULL,1683,"41.97","-87.77","179"
"Marshfield Ave & 44th St",1052,"41.813996","-87.666589","178"
"Loomis Blvd & 84th St",501,"41.741486528618054","-87.65841007232666","177"
"Hamlin Ave & Grand Ave",886,"41.904035","-87.721563","176"
NULL,1683,"41.79","-87.7","175"
NULL,1683,"41.92","-87.79","175"
"Lawndale Ave & 30th St",589,"41.8389124","-87.7168955","174"
"Tripp Ave & 65th St",641,"41.77491","-87.72883","173"
"Wentworth Ave & 63rd St",1586,"41.78007963264","-87.6297463052","173"
"Artesian Ave & Marquette Rd",684,"41.77203","-87.684637","173"
NULL,1683,"41.74","-87.55","173"
"MTV Hubbard St",1,"41.8897772","-87.680351","171"
"Public Rack - Kostner Ave & Armitage Ave",1420,"41.917211","-87.736136","171"
"Oak Park & Wellington",838,"41.934586","-87.7959613","171"
"Central Ave & Parker Ave",873,"41.9301785","-87.7661217","171"
"Lavergne Ave & Lawrence Ave",795,"41.96775","-87.75259","170"
NULL,1683,"41.88","-87.73","169"
"Kedzie Ave & Redfield Dr",681,"41.76523","-87.70316","167"
NULL,1683,"42.02","-87.66","167"
"State St & Pershing Rd",392,"41.82301523798","-87.6265680185","166"
"St Louis Ave & Norman Bobbins Pl",627,"41.79439","-87.71132","165"
"Public Rack - Kedvale Ave & 63rd St W",22,"41.778761","-87.726892","165"
"Narragansett Ave & Montrose Ave",788,"41.959978","-87.786928","165"
"Public Rack - Lawndale Ave & Diversey Ave",991,"41.931702","-87.719254","164"
"Halsted St & 96th St",486,"41.719712183618824","-87.6430195569992","164"
"Public Rack - Milwaukee Ave & Haussen Ct",990,"41.937752","-87.721623","163"
NULL,1683,"41.81","-87.69","163"
"Lowell Ave & Armitage",386,"41.9170767","-87.7353543","163"
NULL,1683,"41.81","-87.66","162"
"Yates Blvd & 75th St",1585,"41.758768","-87.56644","162"
"Lowell Ave & Armitage Ave",386,"41.9170767","-87.7353543","162"
"Commercial Ave & 130th St",526,"41.659150427597744","-87.55076229572296","161"
NULL,1683,"41.72","-87.66","160"
"California & 16th St",931,"41.859228","-87.695562","159"
"Major Ave & Addison St",690,"41.9458348","-87.7691848","158"
"Michigan Ave & 71st St",1208,"41.765286","-87.621748","158"
NULL,1683,"41.84","-87.71","157"
"Harding Ave & Division St",733,"41.9023453","-87.7250744","157"
"Marmora Ave & Irving Park Rd",686,"41.9531072","-87.7747326","157"
"Merrimac Park",581,"41.95261","-87.78535","157"
NULL,1683,"41.77","-87.65","157"
"Central Park Blvd & 5th Ave",451,"41.875679","-87.71547","156"
"Western Ave & 43rd St",748,"41.81574","-87.68489","156"
"Calumet Ave & 71st St",412,"41.76550800581","-87.616917925","155"
"Grace St & Central Ave",688,"41.9495327","-87.7672648","155"
NULL,1683,"41.72","-87.62","155"
NULL,1683,"42.02","-87.71","154"
NULL,1683,"41.98","-87.76","154"
NULL,1683,"41.87","-87.72","154"
NULL,1683,"41.94","-87.76","153"
"Exchange Ave & 79th St",1104,"41.752029","-87.552096","153"
"Kedzie Ave & Harrison St",1626,"41.87359967462","-87.7048707493","151"
"Exchange Ave & 79th St",1104,"41.75211500633265","-87.55200700025293","151"
"Central Ave & Madison St",455,"41.880121","-87.763238","151"
"Washtenaw Ave & Madison St",922,"41.881286","-87.69396","151"
"Central Ave & Wellington Ave",695,"41.934883","-87.766753","150"
"Halsted St & 69th St",411,"41.76906172032","-87.6446135779","150"
"Western Ave & 104th St",502,"41.70458710218908","-87.68120348453522","150"
"St Louis Ave & 59th St",629,"41.78589","-87.71057","150"
NULL,1683,"41.9","-87.73","150"
"Austin Blvd & Chicago Ave",458,"41.894887","-87.774704","150"
NULL,1683,"42","-87.79","150"
NULL,1683,"42.01","-87.71","149"
"Narragansett & Irving Park",842,"41.952614","-87.7853829","149"
NULL,1683,"41.78","-87.66","148"
"Central Park Ave & 24th St",442,"41.8481","-87.715068","148"
"Hale Ave & 107th St",489,"41.699206168127674","-87.66891896724701","147"
"Public Rack - Spaulding Ave & North Ave",995,"41.910138","-87.709553","146"
NULL,1683,"41.82","-87.7","146"
NULL,1683,"41.8","-87.7","146"
"Sayre Ave & Diversey Ave",600,"41.93098","-87.80106","146"
NULL,1683,"41.98","-87.74","145"
"Central Park Ave & Ardmore Ave",723,"41.986642","-87.718656","145"
"Laramie Ave & Addison St",691,"41.9456842","-87.7569344","144"
"Lockwood Ave & Grand Ave",699,"41.9175941","-87.7584143","144"
"Phillips Ave & 79th St",1102,"41.75182","-87.565211","144"
"Loomis St & 89th St",483,"41.73237975329554","-87.65806943178177","143"
"Francisco Ave & 47th St",623,"41.80849","-87.69673","142"
"Pulaski & Ann Lurie Pl",859,"41.8162761","-87.7246058","141"
"Lawler Ave & 50th St",637,"41.80217","-87.74894","141"
"Pulaski Rd & 68th St",712,"41.76949","-87.72292","141"
"Kedzie Ave & 24th St",1627,"41.848193","-87.705412","141"
NULL,1683,"41.86","-87.72","141"
"Nordica Ave & Medill Ave",619,"41.92227","-87.80202","140"
"Kedzie Ave & 48th Pl",895,"41.8047515","-87.7041145","140"
NULL,1683,"41.78","-87.73","139"
NULL,1683,"41.98","-87.72","139"
"Bernard St & Peterson Ave",724,"41.9904393","-87.715236","138"
NULL,1683,"41.75","-87.55","138"
"Wood St & 33rd St",743,"41.83427","-87.6706","138"
"Harlem Ave & Bloomingdale Ave",618,"41.91203","-87.80577","138"
"Damen Ave & Lake St",1675,"41.8848245","-87.6766554","137"
NULL,1683,"41.97","-87.78","136"
"Burnham Greenway & 105th St",534,"41.7045750872071","-87.52823173999786","136"
"21st St & Pulaski Rd",587,"41.853441","-87.724874","136"
NULL,1683,"41.79","-87.74","136"
"Halsted St & 111th St",506,"41.69226255589166","-87.64261186122894","135"
"Halsted St & 78th St",545,"41.75248701249013","-87.6439021574879","135"
"Public Rack - Throop St & 58th St",1329,"41.788541","-87.65621","133"
NULL,1683,"41.8","-87.64","133"
"Springfield Ave & 47th St",863,"41.8080713","-87.7212202","133"
"Cicero Ave & Lake St",448,"41.886841","-87.745261","133"
NULL,1683,"41.77","-87.61","133"
"Houston Ave & 92nd St",554,"41.72820421535798","-87.54970014095306","132"
"Public Rack - Milwaukee Ave & Catalpa Ave",103,"41.9772313","-87.7689731","132"
"Public Rack - Midway Orange Line",1335,"41.785894","-87.738031","132"
NULL,1683,"41.89","-87.75","130"
"Harding Ave & 26th St",588,"41.844218","-87.723347","130"
"Kimbark Ave & 53rd St",1844,"41.7994875","-87.5953429","130"
NULL,1683,"42.02","-87.7","130"
NULL,1683,"41.88","-87.74","129"
NULL,1683,"41.74","-87.6","129"
NULL,1683,"41.98","-87.77","129"
"Public Rack - Kostner Ave & Diversey Ave",10,"41.931803","-87.737285","129"
"Mason Ave & Grand Ave",385,"41.9204347","-87.7743901","128"
"California Ave & 41st St",747,"41.81867","-87.69441","128"
NULL,1683,"41.81","-87.67","128"
"Lawndale Ave & 111th St",516,"41.69131919221066","-87.71288573741913","127"
"California Ave & Madison St",737,"41.88098","-87.69598","127"
"Wabash Ave & 87th St",1130,"41.73655301831962","-87.62264415621758","126"
NULL,1683,"41.72","-87.68","125"
NULL,1683,"42.07","-87.69","124"
"Springfield Ave & 71st St",679,"41.764484","-87.720028","124"
"Avenue O & 118th St",530,"41.68100145911039","-87.5379312226869","124"
"Lavergne Ave & Division St",572,"41.9021077","-87.7508698","124"
"Central Ave & Roscoe St",636,"41.942275","-87.76695","123"
"Public Rack - Karlov Ave & Kamerling Ave",1009,"41.905621","-87.728636","123"
NULL,1683,"41.79","-87.72","122"
NULL,1683,"41.88","-87.77","122"
NULL,1683,"41.84","-87.7","121"
"Narragansett Ave & McLean Ave",574,"41.9159","-87.78511","121"
"Public Rack - Drake Ave & Leland Ave",1482,"41.9659853","-87.716876","121"
"Morgan St & Pershing Rd",460,"41.823613","-87.650931","120"
"Pulaski Rd & Lake St",1021,"41.885409","-87.726491","119"
NULL,1683,"41.76","-87.56","119"
"Laramie Ave & Madison St",1039,"41.880207","-87.755337","119"
"Kedzie Ave & Roosevelt Rd",439,"41.86649278172","-87.7064961757","118"
"California Ave & Marquette Rd",631,"41.771611","-87.693331","118"
NULL,1683,"41.95","-87.78","118"
"Public Rack - Campbell Ave & Pratt Blvd",1478,"42.00507","-87.692643","117"
"MLK Jr Dr & 83rd St",1114,"41.743116","-87.6148","117"
"Western Ave & 28th St",1672,"41.84151770807","-87.6851314409","117"
"Mango Ave & Diversey Ave",696,"41.9309625","-87.7698856","117"
"Public Rack - Kinzua Ave & Devon Ave",141,"41.9979207","-87.7653719","117"
NULL,1683,"41.78","-87.62","116"
NULL,1683,"41.94","-87.79","116"
"Lamon Ave & Belmont Ave",836,"41.9390108","-87.7492834","115"
NULL,1683,"41.82","-87.64","115"
"Weekend Night Parking Area D",1554,"41.94294","-87.64943","114"
"Narragansett & Wrightwood",835,"41.927294","-87.7852027","114"
"Dauphin Ave & 87th St",497,"41.73648","-87.601252","114"
"Pershing Rd & Sacramento Ave",593,"41.822582","-87.699417","113"
"Kildare Ave & 26th St",609,"41.8442315","-87.7321534","113"
"Karlov Ave & Madison St",1029,"41.88085","-87.727907","111"
NULL,1683,"41.8","-87.67","111"
"Long Ave & Belden Ave",834,"41.9227049","-87.760954","109"
"Monticello Ave & Chicago Ave",570,"41.8952089","-87.7174329","109"
NULL,1683,"42.06","-87.71","109"
"Public Rack - Milwaukee Ave & Culyer Ave",92,"41.9546801","-87.7494235","108"
"Meade Ave & Diversey Ave",601,"41.93086","-87.77845","108"
"Rockwell St & 57th St",628,"41.79031","-87.68888","108"
NULL,1683,"41.98","-87.75","108"
NULL,1683,"41.78","-87.67","107"
"Public Rack - Natoma Ave & Bryn Mawr Ave",123,"41.982886","-87.790461","107"
"Knox Ave & Marquette Ave",713,"41.77114","-87.73774","107"
"Public Rack - Austin Blvd & North Ave",1087,"41.909281","-87.775613","106"
"Vernon Ave & 79th St",1093,"41.75094","-87.61379","106"
NULL,1683,"41.96","-87.79","106"
NULL,1683,"41.79","-87.73","106"
"Central Park Ave & Washington Blvd",704,"41.8827476","-87.7153994","106"
NULL,1683,"41.94","-87.78","105"
NULL,1683,"41.69","-87.61","105"
"Damen Ave & 87th St",670,"41.736044","-87.672861","105"
NULL,1683,"41.78","-87.7","104"
NULL,1683,"41.78","-87.65","104"
"Ashland Ave & 66th St",465,"41.774074","-87.663815","104"
"Latrobe Ave & Chicago Ave",1192,"41.894745","-87.756895","103"
"Oglesby Ave & 100th St",538,"41.71339748442245","-87.56584167480469","103"
NULL,1683,"41.91","-87.77","103"
NULL,1683,"41.79","-87.67","103"
"Cottage Grove Ave & 111th Pl",511,"41.69170975847015","-87.61000156402588","102"
"Halsted St & 56th St",1574,"41.79292964599","-87.6449900565","102"
"Constance Ave & 95th St",540,"41.72229074095262","-87.57896840572357","102"
NULL,1683,"41.76","-87.59","102"
"Sedgwick St & North Ave",1748,"41.910983","-87.638525","102"
NULL,1683,"41.94","-87.83","102"
NULL,1683,"41.7","-87.61","102"
"Lavergne Ave & Diversey Ave",773,"41.93128","-87.75141","101"
NULL,1683,"41.96","-87.78","101"
NULL,1683,"41.78","-87.72","101"
NULL,1683,"41.68","-87.66","101"
NULL,1683,"41.83","-87.69","100"
NULL,1683,"41.84","-87.73","100"
"California Ave & 71st St",682,"41.764748","-87.693121","100"
"Kedzie Ave & 60th St",760,"41.78458","-87.70319","100"
NULL,1683,"41.76","-87.69","100"
"Public Rack - Jensen Park",1481,"41.964864","-87.720774","100"
"Vernon Ave & 75th St",1087,"41.758361","-87.614138","99"
"Public Rack - Pulaski Rd & Armitage Ave",1003,"41.91702","-87.727096","99"
"Long Ave & Diversey Ave",772,"41.93104","-87.76124","99"
"Public Rack - Avers & Lawrence",206,"41.96842","-87.72446","99"
"Public Rack - Wilbur Wright College South",249,"41.95828","-87.78745","98"
NULL,1683,"41.9","-87.61","98"
NULL,1683,"41.77","-87.72","98"
NULL,1683,"41.77","-87.62","98"
"Richmond St & 59th St",630,"41.78649","-87.69733","97"
"Harding Ave & 31st St",742,"41.83672","-87.72303","97"
NULL,1683,"41.97","-87.81","97"
"Ewing Ave & Burnham Greenway",535,"41.71274876109496","-87.53481388092041","97"
"Kedzie Ave & Jackson Blvd",738,"41.877161","-87.706134","97"
NULL,1683,"41.81","-87.72","96"
"Komensky Ave & 47th St",753,"41.80769","-87.72472","96"
"Public Rack - Lowell Ave & Elston Ave",982,"41.96614","-87.737","96"
NULL,1683,"41.99","-87.76","96"
"Columbus Ave & 79th St",675,"41.749119","-87.704263","96"
"Laramie Ave & Kinzie St",1024,"41.887832","-87.755527","95"
"Public Rack - Lafayette Ave & 95th St",1163,"41.721787","-87.624939","95"
NULL,1683,"41.78","-87.69","95"
"Lamon Ave & Chicago Ave",734,"41.8950179","-87.7484986","95"
NULL,1683,"41.82","-87.63","95"
NULL,1683,"41.93","-87.8","95"
"Pulaski Rd & 54th St",762,"41.79499","-87.72361","94"
"Cicero Ave & Grace St",841,"41.94973","-87.7469526","94"
"Public Rack - Walden Pkwy & 103rd St",1259,"41.706205","-87.668965","94"
"Public Rack - Olmstead Ave & Oliphant Ave",136,"42.0023112","-87.8170946","94"
"Racine Ave & Garfield Blvd",1067,"41.794228","-87.655073","94"
"Lawler Ave & North Ave",730,"41.9091754","-87.7522545","94"
"Damen Ave & 81st St",669,"41.746534","-87.673055","93"
"Public Rack - Rockwell Ave & Touhy Ave ",965,"42.012344","-87.695383","93"
"Pulaski Rd & 51st St",862,"41.800434","-87.7247496","93"
"Public Rack - Calumet Ave & 51st St",1368,"41.802221","-87.618457","92"
NULL,1683,"41.81","-87.73","91"
"Public Rack - Nagle Ave & Belmont Ave",1365,"41.938201","-87.787415","91"
"Public Rack - Holbrook St & Milwaukee Ave",124,"41.992273","-87.783303","91"
"Harlem & Irving Park",845,"41.9532568","-87.8071434","91"
"Harding Ave & Chicago Ave",735,"41.895313","-87.724738","91"
"Kostner Ave & 63rd St",640,"41.77875","-87.73246","91"
"Public Rack - Harold Washington Park",1325,"41.801089","-87.584791","91"
NULL,1683,"41.99","-87.82","90"
NULL,1683,"41.82","-87.67","90"
"Kilbourn Ave & 49th St",755,"41.80385","-87.73566","90"
"Kedzie Ave & 48th Pl",624,"41.805539","-87.704111","90"
NULL,1683,"42.06","-87.73","90"
"Central Park Ave & Douglas Blvd",586,"41.86235","-87.71587","89"
NULL,1683,"41.94","-87.8","89"
"Wellington Ave & Mulligan Ave",599,"41.93473","-87.78436","88"
NULL,1683,"41.85","-87.73","88"
"Vernon Ave & 107th St",490,"41.70012137923888","-87.61225998401642","88"
"Kedzie Ave & Archer Ave",746,"41.81447","-87.70411","88"
"Clark St & Schreiber Ave",1664,"41.999897","-87.670073","88"
NULL,1683,"41.76","-87.57","88"
NULL,1683,"41.9","-87.77","87"
NULL,1683,"41.82","-87.68","87"
"Scottsdale Park",662,"41.741966","-87.736179","87"
NULL,1683,"41.9","-87.74","87"
"Public Rack - Forest Glen & Peterson",192,"41.98986","-87.742921","87"
"Damen Ave & 74th St",466,"41.759274039331224","-87.67363429069519","86"
NULL,1683,"41.79","-87.71","86"
"Kildare Ave & 55th St",639,"41.79332","-87.73059","86"
NULL,1683,"41.81","-87.71","85"
NULL,1683,"41.71","-87.68","85"
NULL,1683,"41.8","-87.71","85"
NULL,1683,"41.82","-87.59","85"
"Public Rack - Kilpatrick & Elston",204,"41.970024","-87.74341","85"
"Summit Ave & 86th St",482,"41.73784847673341","-87.64489978551863","84"
NULL,1683,"41.9","-87.76","84"
"Cicero Ave & Wellington Ave",726,"41.93515","-87.74636","84"
"Kildare Ave & 47th St",638,"41.80762","-87.73084","84"
NULL,1683,"41.91","-87.78","84"
"Central Park Ave & Ohio St",883,"41.8918718","-87.7163879","84"
"Kildare Ave & Chicago Ave",614,"41.8954357","-87.7334818","83"
"Public Rack - Western Blvd & 49th St",1376,"41.80478","-87.683749","83"
"Weekend Night Parking Area C",1553,"41.94479","-87.64948","83"
NULL,1683,"41.78","-87.79","83"
NULL,1683,"41.8","-87.68","83"
NULL,1683,"41.87","-87.75","83"
"Sacramento Ave & 25th St",929,"41.846506","-87.700139","83"
"Spaulding Ave & 16th St",610,"41.8590732","-87.7078929","82"
"Public Rack - Milwaukee Ave & Kennedy Expy",108,"41.9712722","-87.7638869","82"
"Evans Ave & 75th St",1085,"41.75849","-87.60641","82"
NULL,1683,"41.78","-87.68","82"
"Mango Ave & North Ave",729,"41.90958","-87.7691175","82"
"Doty Ave & 111th St",495,"41.69501044938143","-87.59871482849121","82"
NULL,1683,"42","-87.77","82"
"Marquette Ave & 89th St",551,"41.73366879071472","-87.55834221839905","81"
"Kedzie Ave & 110th St",517,"41.69239474587557","-87.70096063613892","81"
"Archer Ave & Homan Ave",749,"41.81153","-87.70885","81"
"Marshfield Ave & 59th St",1069,"41.786833","-87.666215","81"
NULL,1683,"41.75","-87.56","80"
"Kildare Ave & Division St",571,"41.902393","-87.733598","80"
NULL,1683,"41.87","-87.77","80"
NULL,1683,"41.87","-87.76","80"
"Stewart Ave & 63rd St",1204,"41.779835","-87.634774","79"
NULL,1683,"41.73","-87.68","79"
"Kedzie Ave & 83rd St",667,"41.742523","-87.702279","78"
"Artesian Ave & 71st St",683,"41.764345","-87.684417","78"
"Pulaski Rd & Congress Pkwy",1031,"41.87441021003816","-87.72609159350395","78"
NULL,1683,"41.76","-87.66","78"
"Public Rack - Penn Elementary School / KIPP Ascend Middle School",1026,"41.8586742","-87.7223835","78"
NULL,1683,"41.86","-87.73","78"
NULL,1683,"42.07","-87.7","78"
NULL,1683,"41.75","-87.65","78"
"Woodlawn Ave & 75th St",1083,"41.75916","-87.595751","78"
"Greenwood Ave & 79th St",1097,"41.75132","-87.595982","77"
NULL,1683,"41.82","-87.65","77"
NULL,1683,"42.07","-87.68","77"
"Francisco Ave & 85th St",668,"41.738902","-87.695518","76"
"Damen Ave & 59th St",1071,"41.785861065132","-87.67414391040802","76"
NULL,1683,"41.87","-87.73","76"
"Rockwell St & Archer Ave",620,"41.82272","-87.68982","76"
"Kedzie Ave & 54th Pl",758,"41.79431","-87.70348","76"
NULL,1683,"41.77","-87.74","76"
NULL,1683,"41.69","-87.62","76"
"Cicero Ave & Quincy St",453,"41.877613","-87.745405","75"
"Kedzie Ave & 73rd St",678,"41.760703","-87.702292","75"
"Public Rack - Irving Park Rd & Leclaire Ave",96,"41.953418","-87.754841","75"
NULL,1683,"41.79","-87.69","75"
"Ellis Ave & 83rd St",1110,"41.744123","-87.599034","75"
"Public Rack - Lavergne & Lawrence",183,"41.967912","-87.752496","74"
"Greenwood Ave & 91st St",547,"41.728264268162725","-87.59729862213135","74"
NULL,1683,"41.78","-87.74","74"
"Mulligan Ave & Archer Ave",766,"41.79296","-87.78052","73"
"Jeffery Blvd & 76th St",1588,"41.75712006802","-87.5758393587","73"
"Eberhart Ave & 91st St",491,"41.729285157254864","-87.6110315322876","73"
"Albany Ave & Douglas Blvd",643,"41.8631643","-87.7030815","73"
"Avenue O & 134th St",527,"41.651799","-87.540696","73"
NULL,1683,"42.01","-87.77","73"
"Halsted St & 73rd St",556,"41.76160543804394","-87.64416097666071","72"
"Public Rack - Kimbark Ave & 63rd St",1313,"41.780667","-87.594212","72"
NULL,1683,"41.95","-87.8","72"
"Kedzie Ave & 66th Pl",685,"41.772584","-87.703007","72"
"Kostner Ave & Lake St",1033,"41.885928","-87.73541","71"
NULL,1683,"41.71","-87.62","71"
NULL,1683,"41.78","-87.71","71"
"Indiana Ave & 103rd St",493,"41.70717027117756","-87.6184719800949","71"
"Public Rack - California Ave & Devon Ave - NE",972,"41.99826","-87.699481","71"
NULL,1683,"41.79","-87.8","71"
"Central Ave & Harrison St",454,"41.872993","-87.764499","71"
"Damen Ave & Foster Ave",1661,"41.97486","-87.6843","70"
"Public Rack - Central Ave & Lawrence Ave",102,"41.9678641","-87.7675931","70"
"Laramie Ave & Gladys Ave",1043,"41.875806","-87.755285","70"
"Mozart St & Jackson Blvd",642,"41.8775","-87.6974","70"
"Homan Ave & 26th St",741,"41.84425","-87.70983","69"
NULL,1683,"41.71","-87.67","69"
NULL,1683,"41.72","-87.67","69"
"Orange Ave & Addison St",578,"41.94485","-87.82423","69"
"State St & 76th St",1089,"41.756971","-87.624621","69"
"Francisco Ave & Hollywood Ave",952,"41.984746","-87.701593","69"
NULL,1683,"41.99","-87.73","69"
"California Ave & 36th St",592,"41.828098","-87.694684","69"
"Clyde Ave & 87th St",542,"41.73715146431056","-87.57274031639099","69"
"Seeley Ave & Garfield Blvd",1064,"41.794087","-87.675478","69"
"Hegewisch Metra Station",528,"41.64850076266409","-87.54608988761902","68"
"Granville Ave & Pulaski Rd",721,"41.9924402","-87.7289072","68"
"Public Rack - Nagel & Higgins",179,"41.976312","-87.78764","68"
"Albany Ave & 16th St",928,"41.85936","-87.70302","68"
NULL,1683,"41.84","-87.69","67"
NULL,1683,"41.74","-87.56","67"
NULL,1683,"41.75","-87.61","67"
NULL,1683,"41.78","-87.77","67"
"Franklin St & Chicago Ave",257,"41.897167","-87.6356949","66"
NULL,1683,"41.77","-87.56","66"
"St Louis Ave & Norman Bobbins Ave",898,"41.794422","-87.71137","66"
"State St & 45th St",796,"41.81313","-87.62585","66"
"Elizabeth St & 47th St",1057,"41.80839","-87.656526","66"
NULL,1683,"41.81","-87.58","65"
"Pittsburgh Ave & Irving Park Rd",585,"41.951997","-87.832958","65"
NULL,1683,"41.76","-87.61","65"
"Public Rack - Hiawatha & Mendota",155,"42.00699","-87.778007","64"
"Public Rack - Springfield Ave & Lawrence Ave",114,"41.9683986","-87.7256873","64"
NULL,1683,"41.66","-87.6","64"
"Kenneth Ave & 50th St",913,"41.8023156","-87.7344142","64"
NULL,1683,"41.8","-87.66","64"
"Cottage Grove Ave & 71st St",1568,"41.76571903697","-87.604959713","64"
NULL,1683,"41.73","-87.55","64"
"Cicero Ave & Flournoy St",452,"41.872131","-87.746619","64"
"La Villita Park",590,"41.83925","-87.70202","64"
NULL,1683,"41.75","-87.57","64"
